title,link,link_type,published,summary
Dialogue Book Report #2,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguebookreport_2.mp3,audio/mpeg,"Thu, 20 Feb 2020 01:57:18 +0000","<p>For our second Book Report, Book Review Editor Andrew Hall discuss the rest of the reviews newly available in the Winter 2019 Issue including Pleasing Tree, The Mormon Hierarchy: Wealth & Corporate, On Fire in…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-book-report-2/"">Dialogue Book Report #2</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Heritage #2,https://www.dialoguejournal.com/diablogue/dialogue-heritage-2/,text/html,"Wed, 12 Feb 2020 20:59:28 +0000","<p>In this second Dialogue Heritage episode, Editor Taylor Petrey looks at five important conversations in the early 1970s: gender, race, politics and evolution. Petrey first looks at the issue of gender and highlights the back…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-heritage-2/"">Dialogue Heritage #2</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Heritage #2,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/DialogueHeritage_Ep2.mp3,audio/mpeg,"Wed, 12 Feb 2020 20:59:28 +0000","<p>In this second Dialogue Heritage episode, Editor Taylor Petrey looks at five important conversations in the early 1970s: gender, race, politics and evolution. Petrey first looks at the issue of gender and highlights the back…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-heritage-2/"">Dialogue Heritage #2</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Book Report #1,https://www.dialoguejournal.com/diablogue/dialogue-book-report-1/,text/html,"Wed, 05 Feb 2020 17:16:44 +0000","<p>For our inaugural Book Report, Book Review Editor Andrew Hall and Dialogue Editor Taylor Petrey discuss the reviews newly available in the Winter 2019 Issue including Ezekeil’s Third Wife, The Legend of Hermana Plunge, Pleasing…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-book-report-1/"">Dialogue Book Report #1</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Book Report #1,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguebookreport_1.mp3,audio/mpeg,"Wed, 05 Feb 2020 17:16:44 +0000","<p>For our inaugural Book Report, Book Review Editor Andrew Hall and Dialogue Editor Taylor Petrey discuss the reviews newly available in the Winter 2019 Issue including Ezekeil’s Third Wife, The Legend of Hermana Plunge, Pleasing…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-book-report-1/"">Dialogue Book Report #1</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Lectures #48 w/ Steven Harper,https://www.dialoguejournal.com/diablogue/dialogue-lectures-48-w-steven-harper/,text/html,"Thu, 23 Jan 2020 16:31:04 +0000","<p>In this Dialogue podcast Steven C. Harper discusses “First Vision: Memory and Mormon Origins.” From the Miller Eccles website: To Steve Harper, the best thing about the Harry Potter stories is the pensieve—a magical bowl…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-lectures-48-w-steven-harper/"">Dialogue Lectures #48 w/ Steven Harper</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Lectures #48 w/ Steven Harper,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/dialoguepodcast_48.mp3,audio/mpeg,"Thu, 23 Jan 2020 16:31:04 +0000","<p>In this Dialogue podcast Steven C. Harper discusses “First Vision: Memory and Mormon Origins.” From the Miller Eccles website: To Steve Harper, the best thing about the Harry Potter stories is the pensieve—a magical bowl…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-lectures-48-w-steven-harper/"">Dialogue Lectures #48 w/ Steven Harper</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Heritage #1,https://www.dialoguejournal.com/diablogue/dialogue-heritage-1/,text/html,"Tue, 21 Jan 2020 21:18:10 +0000","<p>Welcome to the new Dialogue Heritage podcast. In this episode, Editor Taylor Petrey and Art Editor Andi Pitcher Davis discuss the founding of Dialogue as well as point to some fascinating pieces from that era…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-heritage-1/"">Dialogue Heritage #1</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Heritage #1,https://media.blubrry.com/dialogue_journal/www.dialoguejournal.com/wp-content/uploads/podcasts/DialogueHeritage_Ep1.mp3,audio/mpeg,"Tue, 21 Jan 2020 21:18:10 +0000","<p>Welcome to the new Dialogue Heritage podcast. In this episode, Editor Taylor Petrey and Art Editor Andi Pitcher Davis discuss the founding of Dialogue as well as point to some fascinating pieces from that era…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-heritage-1/"">Dialogue Heritage #1</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
Dialogue Lectures #47 w/ Quincy Newell,https://www.dialoguejournal.com/diablogue/dialogue-podcast-47-w-quincy-newell/,text/html,"Fri, 17 Jan 2020 02:36:53 +0000","<p>In this Dialogue podcast Quincy Newell discusses “Your Sister in the Gospel: The Life of Jane Manning James, a Nineteenth-Century Black Mormon.” From the Miller Eccles website: “Dear Brother,” Jane Manning James wrote to Joseph F.…</p>
<p>The post <a href=""https://www.dialoguejournal.com/diablogue/dialogue-podcast-47-w-quincy-newell/"">Dialogue Lectures #47 w/ Quincy Newell</a> appeared first on <a href=""https://www.dialoguejournal.com"">Dialogue Journal</a>.</p>"
